tconst,title,startYear,endYear,runtime,genres,avgRating,numVotes,Rating,Summary,ReleaseDate,Genre,Language,Poster
tt7008682,Homecoming,2018,2020,30,Drama Mystery Thriller,7.4,27651,,"An anthology series centered around the mysterious Geist Group, an unconventional wellness company and their equally unorthodox program, the Homecoming Initiative.","Release dateNovember 2, 2018 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMDc5OTgyMDYtZjk2YS00YzVkLWE5N2ItNjU4MzQ1OTgyMWI1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt2281375,Nashville,2012,2018,43,Drama Music Romance,7.7,27635,,"Follows the lives and tragedies of rising and fading country music stars in Nashville, Tennessee.","Release dateOctober 10, 2012 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMTEzNDE2Mjg0MTdeQTJeQWpwZ15BbWU4MDUxNTczNzAy._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt1232320,Harper's Island,2009,2009,40,Drama Horror Mystery,7.4,27555,,"Harper's Island was once the scene of a gruesome series of murders. Seven years later, family and friends gather on the island for a wedding, but one by one they begin to die.","Release dateApril 9, 2009 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BZTI5OGIxMmUtYmNmOS00Zjg3LTlkZWMtNGIyNWUyOWIwNTY2XkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt14261112,Twisted Metal,2023,\N,30,Action Adventure Comedy,7.3,27541,,"Follows a motor-mouthed outsider offered a chance at a better life, but only if he can successfully deliver a mysterious package across a post-apocalyptic wasteland.","Release dateJuly 27, 2023 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMTFiNGVhNzEtNDNhZi00ZjQzLWEwOTgtYWI2N2FiMTZhNTE4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt4258440,River,2015,2015,60,Crime Drama Mystery,8,27493,,John River is a brilliant police inspector whose genius lies side-by-side with the fragility of his mind. He is a man haunted by the murder victims whose cases he must lay to rest.,"Release dateOctober 13, 2015 (United States)",,EnglishArabicSwedishRomanianFrench,"https://m.media-amazon.com/images/M/MV5BODIwMDAxODQtZjYxZi00MGJjLTkyYzMtMTM3NzI4MDhlMTUyXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt2288064,Witches of East End,2013,2014,60,Drama Fantasy Horror,7.5,27485,,"Two sisters, bartender and librarian, discover as adults that they're witches with magical powers. They, their mom and her sister, all witches, are up against a mortal enemy.","Release dateOctober 6, 2013 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNmNjOWM5ZTQtZjgyMy00OTc5LTg2OTMtYTg3ZTA4MmU5OWFiXkEyXkFqcGdeQXVyOTQxNzM2MjY@._V1_QL75_UX190_CR0,3,190,281_.jpg"
tt1235547,Better Off Ted,2009,2010,30,Comedy Sci-Fi,8.2,27445,,"In an amoral science-based company, a manager tries to keep control of his scientists while being pressured by his shrewd boss.","Release dateMarch 18, 2009 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMTI3NDgzMTU2Nl5BMl5BanBnXkFtZTcwOTUzMzA1Mg@@._V1_QL75_UY281_CR11,0,190,281_.jpg"
tt0118298,Daria,1997,2002,30,Animation Comedy Drama,8.1,27435,,A smart and cynical girl goes through teenage life as a proud outsider in a world of mainly idiotic adolescents and condescending adults.,"Release dateMarch 3, 1997 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYzUzMzBkMzctNGU5Yi00ODA2LTkwY2MtZTY3MTBmNzY2OTQzXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0388644,The Staircase,2004,2018,\N,Crime Documentary Drama,7.8,27429,,The high-profile murder trial of American novelist Michael Peterson following the death of his wife Kathleen Peterson in 2001.,Release dateJune 2004 (United States),,English,"https://m.media-amazon.com/images/M/MV5BNTU4NTE3MDY4NF5BMl5BanBnXkFtZTgwODk4NjY1NTM@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt6045840,Black Lightning,2018,2021,43,Action Drama Sci-Fi,6.1,27414,,A crusading school principal gets back into action as the original African-American electrical superhero.,"Release dateJanuary 16, 2018 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BZTU0MGU1MDAtZTI5MS00YjAzLWE3MDAtNWUzMjFlYTdiMzIzXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt16283824,Eric,2024,2024,53,Crime Drama Thriller,6.9,27412,,"Vincent, a grief-stricken father whose son goes missing, finds solace through his friendship with Eric, the monster that lives under Edgar's bed.","Release dateMay 30, 2024 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BODY2ZTAwYjQtYzgyZC00NGE1LThhYTUtNGU0NDk0YzBjNGE4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt6905542,The Dark Crystal: Age of Resistance,2019,2019,\N,Adventure Family Fantasy,8.4,27374,,"Return to the world of Thra, where three Gelfling discover the horrifying secret behind the Skeksis' power, and set out to ignite the fires of rebellion and save their world.","Release dateAugust 30, 2019 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNjVjODZmYWEtNjZhNC00MTdkLTgyMGYtNDBiODRmMzJkMDdjXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt0096708,Tales from the Crypt,1989,1996,25,Comedy Crime Fantasy,8,27324,,"""Tales from the Crypt"" was a 1989 horror story anthology series based on the gruesome E.C. comic books of the 1950s presented by the legendary ""Crypt Keeper"", a sinister ghoul obsessed with ... Read all","Release dateJune 10, 1989 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNGVmMDMwNDAtODY2MS00MzM5LTg5NmItODBmMjI2MWY0Y2FlXkEyXkFqcGdeQXVyMTI0MTA4MTM5._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt6205862,Inside Look: The People v. O.J. Simpson - American Crime Story,2016,2016,5,Documentary Short,8.4,27290,,Inside the series of the same name.,"Release dateJanuary 19, 2016 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYTgyZmYzM2YtZDQ3YS00ODJhLWIyYzEtN2QzYjA5YTZjZGM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt0312081,8 Simple Rules,2002,2005,30,Comedy Drama,7,27271,,"The Hennessy clan -- mother Cate, daughters Bridget and Kerry, and son Rory -- look to one another for guidance and support after the death of Paul, the family patriarch. Cate's parents lend... Read all","Release dateSeptember 17, 2002 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMDRmODY3MTUtMWY2My00MzdlLWJkZmQtM2QxOTAyOWQzNzY3XkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_QL75_UX190_CR0,2,190,281_.jpg"
