tconst,title,startYear,endYear,runtime,genres,avgRating,numVotes,Rating,Summary,ReleaseDate,Genre,Language,Poster
tt4277922,Call My Agent!,2015,2020,52,Comedy Drama,8.3,16933,,French serial about the lives and jobs of people working at a talent agency in Paris.,"Release dateDecember 20, 2016 (United States)",,French,"https://m.media-amazon.com/images/M/MV5BMzRmYTQ2YzctNTc3YS00ZmQ2LTk3ODEtMjg5NWE1ZDkwMTg1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR6,0,190,281_.jpg"
tt0387736,Farscape: The Peacekeeper Wars,2004,2004,91,Action Adventure Drama,8.2,16930,,"When the evil Scarran Empire initiates a great war, the Peacekeeper Alliance has only one hope: to reunite human astronaut John Crichton, once absorbed by the Peacekeeper galaxy through a wo... Read all","Release dateOctober 17, 2004 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMjY1MDNkYTYtNWRmNS00ODllLWE1OGQtMDVjYzVlMGYzZjNhXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt10069398,Home for Christmas,2019,2020,29,Comedy Drama Romance,7.7,16916,,"When the constant comments on her single status and society's expectations of the perfect family Christmas finally get to 30-year-old Johanne, she starts a 24-day hunt for a partner to bring... Read all","Release dateDecember 5, 2019 (United States)",,Norwegian,"https://m.media-amazon.com/images/M/MV5BZDViY2UzMzktMTViMS00NjY3LWJkYzItYjYxMGMwNzBiNzExXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt0115231,Kenan & Kel,1996,2023,30,Comedy Family,7.8,16909,,Kenan and Kel: two best friends who live in Chicago are always dragged down by Kenan's get rich quick schemes while orange soda-loving buddy Kel is dragged along but tends to mess things up.,"Release dateAugust 17, 1996 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNTk2MzEzMmUtMGNhMC00ZGYyLTg1ZDUtZmMxNjc3MDVmZjg0XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR8,0,190,281_.jpg"
tt16358754,The Wheel of Time: Origins,2021,\N,3,Animation Drama Fantasy,7.1,16878,,Experience the Origin Stories of the Wheel of Time as they bring you deeper into the world and its vast history and subjects.,"Release dateNovember 18, 2021 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BM2ViODQ2MDUtZDA3Ny00Yjc0LWI5NzctMjAyZDAwNzA0NjJmXkEyXkFqcGdeQXVyOTAyMDgxODQ@._V1_QL75_UY281_CR162,0,190,281_.jpg"
tt2084712,Young & Hungry,2014,2018,22,Comedy Drama Romance,7.3,16868,,A well-off young tech entrepreneur hires a feisty young food blogger to be his personal chef.,"Release dateJune 25, 2014 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BOTM0NDg3NTQ3M15BMl5BanBnXkFtZTgwMDIyNjMxMjE@._V1_QL75_UY281_CR11,0,190,281_.jpg"
tt10380768,Love Life,2020,2021,35,Comedy Romance,7.5,16847,,Anna Kendrick stars in a fresh take on a romantic comedy anthology series about the journey from first love to lasting,"Release dateMay 27, 2020 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BN2Y4ODk2ZTQtMzFjOS00MzlhLWFhN2YtYzBiYmRmNzFhYjY0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt6461726,A.P. Bio,2018,2021,21,Comedy,7.4,16826,,A former philosophy professor who takes a job teaching advanced placement biology uses his students to get back at the people in his life who have wronged him.,"Release dateFebruary 1, 2018 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNDNhZTIyNDUtNWY4ZC00MDdmLTliN2QtMmFmZTZjMTk2M2Y0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt0077000,Dallas,1978,1991,60,Drama Romance,7.1,16752,,"J.R. Ewing, a Texas oil baron, uses manipulation and blackmail to achieve his ambitions, both business and personal. He often comes into conflict with his brother Bobby, his arch-enemy Cliff... Read all","Release dateApril 2, 1978 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNTg3ZDY1OWEtYjRkYy00NzQ4LWFjMjMtMDc0YzcxNzU5NmFhXkEyXkFqcGdeQXVyMTkxODQ4MDg@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt9252156,Departure,2019,2022,45,Drama Mystery Thriller,6.9,16713,,A high-octane conspiracy series that follows the mystery of Flight 716 - a passenger plane that vanishes over the Atlantic Ocean.,"Release dateSeptember 17, 2020 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BZTkyZmI2OGQtYWY4YS00YmRiLWI3MzItMTE0NzA1MzU5N2IzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt7649694,Ramy,2019,\N,30,Comedy Drama Romance,8,16705,,"In New Jersey, Ramy, son of Egyptian immigrants, begins a spiritual journey, divided between his Muslim community, God and his friends who see endless possibilities.","Release dateApril 19, 2019 (United States)",,EnglishArabic,"https://m.media-amazon.com/images/M/MV5BYzIyNTk1NTgtODM2Yy00MDRjLWFhY2YtMmY3YzExNzA2YzgwXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt0080306,Yes Minister,1980,1984,30,Comedy,8.6,16694,,The Right Honorable James Hacker has landed the plum job of Cabinet Minister to the Department of Administration. At last he is in a position of power and can carry out some long-needed refo... Read all,"Release dateFebruary 25, 1980 (United Kingdom)",,English,"https://m.media-amazon.com/images/M/MV5BY2NhZWM1N2YtZmU4ZS00NmVmLWFkMmYtNTQxNjExNmJhYzA0XkEyXkFqcGdeQXVyNjg1NzcwODE@._V1_QL75_UY281_CR8,0,190,281_.jpg"
tt15017118,Dark Winds,2022,\N,49,Crime Drama Mystery,7.7,16687,,"Follows Leaphorn and Chee, two Navajo police officers in the 1970s Southwest that are forced to challenge their own spiritual beliefs when they search for clues in a double murder case.","Release dateJune 12, 2022 (United States)",,EnglishNavajo,"https://m.media-amazon.com/images/M/MV5BZGM5ZTU4NmQtZDg5ZC00YjdlLWJkNjMtZjJlNmJjNGI3MzRlXkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_QL75_UY281_CR0,0,190,281_.jpg"
tt1430587,Tosh.0,2009,2020,22,Comedy,7.3,16686,,Daniel Tosh provides humorous commentary on content from the Internet.,"Release dateJune 4, 2009 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNWY4MWIzNDItMmM3MS00MjZkLTg0MzUtMjI2M2Y2ODI3NDRkXkEyXkFqcGdeQXVyODg3NDc1OTE@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt3305096,Galavant,2015,2016,22,Adventure Comedy Fantasy,8.1,16672,,A musical comedy adventure featuring a knight on a quest for love who helps a childish king to see the error of his ways.,"Release dateJanuary 4, 2015 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMjEwNDcyMDk4OF5BMl5BanBnXkFtZTgwNDkyMjM5MzE@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt7826108,Raising Dion,2019,2022,50,Drama Sci-Fi,7.1,16653,,A widowed single mom discovers that her son has super powers and tries to figure out how to raise him safely and responsibly.,"Release dateOctober 4, 2019 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BZTEwNDdmNDAtODhhNC00MTYyLWIzYmYtNWFkYjJkZmRlOGEwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt7197684,Suburra: Blood on Rome,2017,2020,50,Action Crime Drama,7.9,16650,,"In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican.","Release dateOctober 6, 2017 (United States)",,Italian,"https://m.media-amazon.com/images/M/MV5BM2MwN2Y4ZWEtNTk2Mi00MzcwLTk1YWMtMmQzNGRlYjBkMDFmXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt7660970,The North Water,2021,2021,300,Adventure Drama Mystery,7.6,16622,,"A disgraced former military doctor embarks as a surgeon aboard a whaler bound for the Arctic, where his quest for redemption becomes a fight for survival.","Release dateJuly 15, 2021 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMTVjNmY4ZmYtMjIwYy00NGIwLWJhYmMtOWFkZjYyMmRmMTY2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt2164430,A Young Doctor's Notebook & Other Stories,2012,2013,23,Comedy Drama History,7.8,16616,,"In the early 20th century, a young doctor arrives in a small Russian village around the time of the Russian Revolution to work in the local hospital.","Release dateOctober 2, 2013 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMjgzYzEyNWMtOGU2MC00ZTM0LWJhMTgtNjI2NmQ1ZjhkNmYwXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_QL75_UY281_CR13,0,190,281_.jpg"
tt13847564,Inspector Avinash,2023,\N,42,Action Crime Thriller,7.7,16612,,"The story revolves around the super cop Avinash Mishra of Uttar Pradesh, India. Based on year 1997, the narrative takes us through his struggle of overcoming each hurdle in reaching to the h... Read all","Release dateMay 19, 2023 (United States)",,Hindi,"https://m.media-amazon.com/images/M/MV5BNGMwM2IzNDctMTcxMS00MGQ3LTlkYTgtNzNjMmI1NDE1NTU0XkEyXkFqcGdeQXVyMTY0NjI3Mjcx._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt0791205,Ergo Proxy,2006,2006,\N,Action Adventure Animation,7.9,16607,,"In a post-apocalyptic future humans live in peace with androids in a domed city. However, a strange series of murders has intruded into bored inspector Re-l Mayer's life.","Release dateFebruary 25, 2006 (Japan)",,Japanese,"https://m.media-amazon.com/images/M/MV5BOWUxNzIzNzgtYzhiMC00ZTlmLWIxYjctMjhhNDFhOGJmNjRmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR11,0,190,281_.jpg"
tt1178618,Wallander,2008,2016,90,Crime Drama Mystery,7.8,16590,,"Unable to unsee the dark crimes he's tasked to investigate, Wallander's job comes at a cost to his family and relationships.","Release dateMay 10, 2009 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYmI5ZDg2N2EtMGFiOC00NGUxLTliMDItMmNkMDExZGQzMWI4XkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt0083505,The Young Ones,1982,1984,35,Comedy,8.2,16589,,The crazy and sometimes surreal comedic adventures of four very different students in Thatcher's Britain.,"Release dateMarch 30, 1998 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BZmM3YjlkMjUtNjNmZC00ODczLWI3MTEtNzc5NzlkNDFiNzQzXkEyXkFqcGdeQXVyNjc4NTExMTk@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt18247152,Modern Love Mumbai,2022,\N,40,Comedy Romance,7.7,16584,,"Exploring 6 unique yet universal stories of human connection and love in its varied forms – romantic, platonic, parental, sexual, familial, marital, self love.","Release dateMay 13, 2022 (United States)",,,"https://m.media-amazon.com/images/M/MV5BOTYzMDZiM2UtYjgyOS00Zjg5LTkyYWEtOTc4NTg4M2QyZjdiXkEyXkFqcGdeQXVyNTE3OTc0MDQ@._V1_QL75_UY281_CR18,0,190,281_.jpg"
tt1641247,Life's Too Short,2011,2013,30,Comedy,7.5,16545,,"The show centers on Warwick Davis in his day-to-day life, complete with the frustrations he faces.",Release dateFebruary 2012 (United States),,English,"https://m.media-amazon.com/images/M/MV5BMTg5MzA4NDY4Ml5BMl5BanBnXkFtZTcwNjg1ODMzNw@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt0106079,NYPD Blue,1993,2005,45,Crime Drama Mystery,7.7,16529,,Detectives from NYPD's 15th Precinct investigate homicides within their precinct.,"Release dateSeptember 21, 1993 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BOGFjMWFmYzktMzI1YS00ZmM0LWFjMjItZDA5ZGViMjcwNTJmXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt11228748,The King: Eternal Monarch,2020,2020,70,Fantasy Mystery Romance,8.1,16497,,"A modern-day Korean emperor passes through a mysterious portal and into a parallel world, where he encounters a feisty police detective.","Release dateApril 17, 2020 (United States)",,Korean,"https://m.media-amazon.com/images/M/MV5BYmUyYmMwYWEtMjljMy00MDE5LWEyNDMtODM4ZTdjYTdmNGJlXkEyXkFqcGdeQXVyOTE4NzcwNzI@._V1_QL75_UY281_CR5,0,190,281_.jpg"
tt1590961,Breakout Kings,2011,2012,43,Crime Drama Thriller,7.2,16487,,A squad of U.S. marshals team up with cons (former fugitives) to work together on tracking down prison escapees in exchange for getting time off their sentences.,"Release dateMarch 6, 2011 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMTcyNzUwNjMwM15BMl5BanBnXkFtZTcwOTgxNjk0Nw@@._V1_QL75_UY281_CR11,0,190,281_.jpg"
tt6938856,A Very English Scandal,2018,2018,56,Biography Comedy Crime,7.7,16473,,British Liberal Party leader Jeremy Thorpe is accused of conspiracy to murder his gay ex-lover and forced to stand trial in 1979.,"Release dateJune 29, 2018 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNTQ5NDI0MTQ0MV5BMl5BanBnXkFtZTgwNDEzNTc1NTM@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt16152716,The Consultant,2023,2023,33,Comedy Drama Thriller,6.5,16465,,"Follows a relationship between employee and boss, asking how far we will go to get ahead, and to survive.","Release dateFebruary 24, 2023 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMzEyMDBmNmItZmI5My00ZDVjLTliNWEtZDc1NzMyYWY1MzNlXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt0088527,Growing Pains,1985,1992,30,Comedy Family,6.6,16455,,The misadventures of a family with a home business father and a journalist mother.,"Release dateSeptember 24, 1985 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYjhiNDNkNTAtNTE4Yi00YWQ0LTlhMzItMThiYjNjMmFkZWIxXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UY281_CR4,0,190,281_.jpg"
tt28681409,Ranneeti: Balakot & Beyond,2024,\N,\N,Action,8.2,16451,,"Post the deadly Pulwama attacks, Kashyap and his team strike back with a fitting reply. In the age of hybrid warfare, they must race against time to bring back their captured pilot while als... Read all","Release dateApril 25, 2024 (India)",,Hindi,"https://m.media-amazon.com/images/M/MV5BMGZlNDZkNTMtY2U1YS00ZTllLWI5YWYtMGFkZDJiM2M2MTgwXkEyXkFqcGdeQXVyMTY0NjI3Mjcx._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt1626038,The Avengers: Earth's Mightiest Heroes,2010,2012,30,Action Adventure Animation,8.3,16447,,"After 74 villains break out of prison, Marvel's most powerful superheroes team up to capture all of them, and also to defend the Earth from widespread threats.","Release dateSeptember 22, 2010 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYzA4ZjVhYzctZmI0NC00ZmIxLWFmYTgtOGIxMDYxODhmMGQ2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt0101205,Step by Step,1991,1998,30,Comedy Family Romance,6.5,16431,,"Divorced contractor Frank Lambert and widowed beautician Carol Foster meet, fall in love and quickly get married. Both have three children and when the families all move in together the kids... Read all","Release dateSeptember 20, 1991 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNmI3N2Q5MWQtNTg0OS00NjVlLThjZWEtOGRkZDdjOGM4NWU4XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt3469052,My Love from Another Star,2013,2014,60,Comedy Drama Fantasy,8.2,16418,,"Do Min-Joon, an alien that came to our planet 400 years ago, will be able to return to his planet in 3 months, but when he meets famous actress Chun Song-Yi, all the centuries he spent dista... Read all","Release dateDecember 17, 2013 (United States)",,Korean,"https://m.media-amazon.com/images/M/MV5BYTA2MTZhMmQtN2VmOC00NTc4LWE2ZWQtNzc5ZDk5YWE4NDdlXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_QL75_UX190_CR0,1,190,281_.jpg"
tt20560404,Keep Sweet: Pray and Obey,2022,2022,49,Crime Documentary,7.3,16342,,Examines the rise of Warren Jeffs in the Fundamentalist Church of Jesus Christ of Latter-Day Saints and his shocking criminal case.,"Release dateJune 8, 2022 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNGQyNzg3NjktOTZlZC00ZjU0LTgzMGEtMTFiNTEzZGM5MzYwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY281_CR2,0,190,281_.jpg"
tt0203082,Rurouni Kenshin: Trust and Betrayal,1999,1999,30,Action Adventure Animation,8.6,16341,,"In the era of Japan's Meiji Restoration, an assassin regains his humanity.","Release dateAugust 22, 2000 (United States)",,Japanese,"https://m.media-amazon.com/images/M/MV5BNWI3MTAxOWYtYjNhYi00N2QwLWIxNDMtOGYzZGE4ZmUzOWE3XkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_QL75_UY281_CR4,0,190,281_.jpg"
tt9454892,Hello Mini,2019,\N,25,Thriller,7.7,16337,,"Twenty two year old Rivanah moves from Kolkata to Mumbai for a new life. Amidst enjoying her new job and independence, someone shadowing her makes life both convenient and troublesome","Release dateOctober 1, 2019 (India)",,Hindi,"https://m.media-amazon.com/images/M/MV5BNTFiOTkyNjktZGM1Zi00MDhhLThhYjAtODUwNDVhYzJjOTEwXkEyXkFqcGdeQXVyMTE0Nzg1NjQ2._V1_QL75_UX190_CR0,11,190,281_.jpg"
tt8577458,High Fidelity,2020,2020,30,Comedy Drama Romance,7.7,16336,,"A fan of music, pop culture, and Top Five lists runs a local record store in her hometown. An adaptation of Nick Hornby's novel ""High Fidelity.""","Release dateFebruary 14, 2020 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNGZjMGM3ZjktZmIxNC00MmVkLWFmOTMtYmFjNmZhNmEzZjUxXkEyXkFqcGdeQXVyMTAyNjg4NjE0._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0103352,Are You Afraid of the Dark?,1990,2000,30,Drama Fantasy Horror,8.2,16318,,"A group of teenagers meet in the woods, and tell scary stories.","Release dateAugust 15, 1992 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BY2NjMGU0NzMtNzEyOS00ZGM2LWEyMDQtMmFiODc3MGVlZTYxXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0077031,The Incredible Hulk,1978,1982,60,Action Adventure Drama,7,16308,,A fugitive scientist has the curse of becoming a powerful green monster under extreme emotional stress.,"Release dateMarch 10, 1978 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BODc3YTIwY2ItMDU3MS00ZTFlLWJjOTAtNmE4M2M0NWI4MWE1XkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt2543796,Girl Meets World,2014,2017,23,Comedy Drama Family,7.1,16307,,"More than a decade after Boy Meets World (1993), Cory and Topanga Matthews are married and have two children. Their daughter, Riley, faces life lessons through her family, friends, and schoo... Read all","Release dateJune 27, 2014 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMTc2NTAwMzgwOF5BMl5BanBnXkFtZTgwNTcxMTIwMjE@._V1_QL75_UX190_CR0,6,190,281_.jpg"
tt1178180,The Marvelous Misadventures of Flapjack,2008,2010,11,Adventure Animation Comedy,7.8,16295,,"The comical seafaring adventures of a young, enthusiastic boy, his pirate captain mentor, and the talking whale that raised him from birth.","Release dateJune 5, 2008 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BNzBiZjc5YTQtZWVmNC00MmU2LTlkMTgtODBhMzFiNGNlMjc1XkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_QL75_UX190_CR0,1,190,281_.jpg"
tt0185133,Yu Yu Hakusho: Ghost Files,1992,1995,24,Action Adventure Animation,8.5,16288,,"After a teenage delinquent is killed while saving a child's life from an approaching car, the rulers of the underworld send him back to become an ""Underworld Detective"" investigating demons ... Read all","Release dateOctober 10, 1992 (Japan)",,JapaneseEnglish,"https://m.media-amazon.com/images/M/MV5BZWVjNGI3NmUtNmM2NS00MzA4LTk2OGYtMmY2MDg0MTQyOGY0XkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt5674718,Cable Girls,2017,2020,50,Drama History,7.5,16279,,"Set in the 1920s, this is the story of four women from different backgrounds newly hired as operators for a phone company.","Release dateApril 28, 2017 (United States)",,Spanish,"https://m.media-amazon.com/images/M/MV5BZTQxYWZhMWEtNjhjYy00OWMxLWE4Y2QtYzU3YzBmZTIxMjU4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt1299365,How to Make It in America,2010,2011,30,Comedy Drama,7.9,16272,,"A group of 20 somethings living in New York City. Ben and Cameron work on starting a fashion company, while enjoying their lives in the greatest city in the world.","Release dateFebruary 14, 2010 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYTU1ZTIyMzYtYjYwYy00NWYyLThmMTgtNzMzYzQwZjRiNGZmXkEyXkFqcGdeQXVyNDA5NTgxNjU@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt11937816,Who Killed Sara?,2021,2022,40,Crime Drama Mystery,6.4,16251,,"Hell-bent on exacting revenge and proving he was framed for his sister's murder, Álex sets out to unearth much more than the crime's real culprit.","Release dateMarch 24, 2021 (United States)",,Spanish,"https://m.media-amazon.com/images/M/MV5BYWZlOTM3ZjAtZDlkOC00ZjRlLWI0YTEtYTk0NzFjMWEzMDczXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt1639109,Angel Beats!,2010,2010,25,Action Animation Comedy,7.6,16235,,Rebellious teens fight in armed combat against one dispassionate girl's supernatural powers in an afterlife high school.,"Release dateApril 2, 2010 (Japan)",,JapaneseEnglish,"https://m.media-amazon.com/images/M/MV5BN2RkZjk0ODctNWE0MS00MjFlLTliMDMtZTFhMWM2NTAxMDg1XkEyXkFqcGdeQXVyNjc0ODMyMDc@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt1936532,Major Crimes,2012,2018,43,Action Crime Drama,7.8,16215,,"The Closer (2005) spin-off series, which follows Captain Raydor of the Los Angeles Police Department.","Release dateAugust 13, 2012 (United States)",,EnglishSpanishFrenchItalianGerman,"https://m.media-amazon.com/images/M/MV5BMTExMzA0NTQwMzheQTJeQWpwZ15BbWU3MDMzNzY2MTg@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt12448030,Aarya,2020,\N,51,Action Crime Drama,7.7,16205,,"When her world suddenly turns upside down, will Aarya become the very thing she hated?How far will she go to survive and protect her family?","Release dateJune 19, 2020 (India)",,Hindi,"https://m.media-amazon.com/images/M/MV5BNzY1NDE2MWQtNzJlOC00MGZiLTkxN2YtMTQ5YWVkMTA2MGU5XkEyXkFqcGdeQXVyMTE0MDk1NjA1._V1_QL75_UX190_CR0,28,190,281_.jpg"
tt0118414,The Odyssey,1997,1997,91,Adventure Drama Fantasy,7,16194,,Follows Odysseus on his wanderings back to Ithaca following the Trojan War.,"Release dateMay 18, 1997 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYTI4NWZmZmQtNDY3OC00ZWQ3LWE4NjgtOGY0N2JiZTQ5YTNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg"
tt31433814,Doctor Who,2023,\N,45,Adventure Drama Sci-Fi,6.1,16181,,"The Time Lord known as the Doctor travels through space and time with his companions, having incredible adventures and facing dangerous enemies.","Release dateDecember 25, 2023 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BZjVlNTkyZWItZjE0My00OGExLTkzYzAtMDg1NDAzY2UwMGUxXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt0080274,Shogun,1980,1980,109,Adventure Drama History,8.1,16156,,An English navigator becomes both a player and pawn in the complex political games in feudal Japan.,"Release dateSeptember 15, 1980 (United States)",,EnglishJapanese,"https://m.media-amazon.com/images/M/MV5BMTY1ODI4NzYxMl5BMl5BanBnXkFtZTcwNDA4MzUxMQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg"
tt1583607,Hot in Cleveland,2010,2015,30,Comedy,7.4,16150,,Three middle-aged best friends from Los Angeles are flying to Paris when their plane makes an emergency landing in Cleveland. Realizing that all the norms from Los Angeles don't apply anymor... Read all,"Release dateJune 16, 2010 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMTY4MTc4NjcxMl5BMl5BanBnXkFtZTcwNzk5Njk1Mw@@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt0167743,The Wild Thornberrys,1998,2004,30,Adventure Animation Comedy,6.6,16139,,Eliza Thornberry is not your ordinary kid. It's not just because she travels the world in an RV with her parents: famous nature show hosts. Eliza also happened to be granted the magical abil... Read all,"Release dateSeptember 1, 1998 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMTk5MGIzOGQtNzNhNC00ZTlmLTljZjgtYTlhZmFmMmU4ZDk1XkEyXkFqcGdeQXVyODA4OTIyMzY@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt7211618,Gentleman Jack,2019,2022,60,Biography Drama History,8.2,16099,,"A dramatization of the life of lesbian trailblazer, voracious learner, and cryptic diarist Anne Lister.","Release dateApril 22, 2019 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BYzI3ZmI3ZDEtZGRhNC00ZjEzLWI2YzAtNWQxOTkxNzIxMzM0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt1913273,Anohana: The Flower We Saw That Day,2011,2011,23,Adventure Animation Drama,8.1,16097,,"Five childhood companions reunite when the ghost of their dead friends appears, and demands they grant her final wish.","Release dateApril 14, 2011 (Japan)",,JapaneseEnglish,"https://m.media-amazon.com/images/M/MV5BYmQ5Y2RiOTAtMzg2Ni00MzE0LWE0NTItNzExNmMzOGQyY2NjL2ltYWdlXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0169414,Arthur,1996,2022,30,Action Adventure Animation,7.4,16092,,"Based on the books by Marc Brown, these are the adventures of Arthur, an 8-year-old aardvark, and his family and friends as they grow up and learn how to be good neighbors to one another.","Release dateOctober 7, 1996 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMjgwMDVlYWItOWZkNC00MmU1LWI3ODItOWRjNWY3MDRlN2ZjXkEyXkFqcGdeQXVyODg3NDc1OTE@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt4607112,Tin Star,2017,2020,60,Crime Drama Thriller,7.2,16075,,"Ex undercover UK cop turned police chief of a small town in the Canadian Rockies does what he must to defend his family from those in power whether it's the oilmen, the preachers or the gang... Read all","Release dateSeptember 29, 2017 (United States)",,English,"https://m.media-amazon.com/images/M/MV5BMTY1MTEwOTIwMF5BMl5BanBnXkFtZTgwMDc0ODM0NzM@._V1_QL75_UX190_CR0,0,190,281_.jpg"
